TransactionID,TransactionDate,CreditType,VerificationStandard,Vintage,Quantity,MarketSupply_SameType,MarketDemand_RecentVolume,PricePerCredit
749,2024-03-30,RenewableEnergy,VERRA,2021,500,86000,90000,0.73
750,2024-04-03,Forestry,GoldStandard,2023,450,79000,98000,0.83
751,2024-04-07,RenewableEnergy,VERRA,2022,800,83000,94000,0.81
752,2024-04-11,Forestry,GoldStandard,2021,150,75000,96000,0.89
753,2024-04-15,RenewableEnergy,VERRA,2023,1100,89000,88000,0.71
754,2024-04-19,Forestry,GoldStandard,2022,350,80000,97000,0.84
755,2024-04-23,RenewableEnergy,VERRA,2021,600,85000,92000,0.75
756,2024-04-27,Forestry,GoldStandard,2023,900,76000,95000,0.91
757,2024-05-01,RenewableEnergy,VERRA,2022,200,88000,90000,0.73
758,2024-05-05,Forestry,GoldStandard,2021,750,79000,99000,0.82
759,2024-05-09,RenewableEnergy,VERRA,2023,1050,86000,87000,0.70
760,2024-05-13,Forestry,GoldStandard,2022,400,77000,96000,0.88
761,2024-05-17,RenewableEnergy,VERRA,2021,550,84000,93000,0.78
762,2024-05-21,Forestry,GoldStandard,2023,300,81000,98000,0.83
763,2024-05-25,RenewableEnergy,VERRA,2022,850,90000,89000,0.72
764,2024-05-29,Forestry,GoldStandard,2021,950,78000,100000,0.92
765,2024-06-02,RenewableEnergy,VERRA,2023,450,87000,91000,0.74
766,2024-06-06,Forestry,GoldStandard,2022,650,75000,97000,0.87
767,2024-06-10,RenewableEnergy,VERRA,2021,750,85000,92000,0.75
768,2024-06-14,Forestry,GoldStandard,2023,180,80000,95000,0.82
769,2024-06-18,RenewableEnergy,VERRA,2022,1200,92000,86000,0.69
770,2024-06-22,Forestry,GoldStandard,2021,250,77000,99000,0.90
771,2024-06-26,RenewableEnergy,VERRA,2023,500,86000,90000,0.73
772,2024-06-30,Forestry,GoldStandard,2022,450,79000,98000,0.83
773,2024-07-04,RenewableEnergy,VERRA,2021,800,83000,94000,0.81
774,2024-07-08,Forestry,GoldStandard,2023,150,75000,96000,0.89
775,2024-07-12,RenewableEnergy,VERRA,2022,1100,89000,88000,0.71
776,2024-07-16,Forestry,GoldStandard,2021,350,80000,97000,0.84
777,2024-07-20,RenewableEnergy,VERRA,2023,600,85000,92000,0.75
778,2024-07-24,Forestry,GoldStandard,2022,900,76000,95000,0.91
779,2024-07-28,RenewableEnergy,VERRA,2021,200,88000,90000,0.73
780,2024-08-01,Forestry,GoldStandard,2023,750,79000,99000,0.82
781,2024-08-05,RenewableEnergy,VERRA,2022,1050,86000,87000,0.70
782,2024-08-09,Forestry,GoldStandard,2021,400,77000,96000,0.88
783,2024-08-13,RenewableEnergy,VERRA,2023,550,84000,93000,0.78
784,2024-08-17,Forestry,GoldStandard,2022,300,81000,98000,0.83
785,2024-08-21,RenewableEnergy,VERRA,2021,850,90000,89000,0.72
786,2024-08-25,Forestry,GoldStandard,2023,950,78000,100000,0.92
787,2024-08-29,RenewableEnergy,VERRA,2022,450,87000,91000,0.74
788,2024-09-02,Forestry,GoldStandard,2021,650,75000,97000,0.87
789,2024-09-06,RenewableEnergy,VERRA,2023,750,85000,92000,0.75
790,2024-09-10,Forestry,GoldStandard,2022,180,80000,95000,0.82
791,2024-09-14,RenewableEnergy,VERRA,2021,1200,92000,86000,0.69
792,2024-09-18,Forestry,GoldStandard,2023,250,77000,99000,0.90
793,2024-09-22,RenewableEnergy,VERRA,2022,500,86000,90000,0.73
794,2024-09-26,Forestry,GoldStandard,2021,450,79000,98000,0.83
795,2024-09-30,RenewableEnergy,VERRA,2023,800,83000,94000,0.81
796,2024-10-04,Forestry,GoldStandard,2022,150,75000,96000,0.89
797,2024-10-08,RenewableEnergy,VERRA,2021,1100,89000,88000,0.71
798,2024-10-12,Forestry,GoldStandard,2023,350,80000,97000,0.84
799,2024-10-16,RenewableEnergy,VERRA,2022,600,85000,92000,0.75
800,2024-10-20,Forestry,GoldStandard,2021,900,76000,95000,0.91
801,2024-10-24,RenewableEnergy,VERRA,2023,200,88000,90000,0.73
802,2024-10-28,Forestry,GoldStandard,2022,750,79000,99000,0.82
803,2024-11-01,RenewableEnergy,VERRA,2021,1050,86000,87000,0.70
804,2024-11-05,Forestry,GoldStandard,2023,400,77000,96000,0.88
805,2024-11-09,RenewableEnergy,VERRA,2022,550,84000,93000,0.78
806,2024-11-13,Forestry,GoldStandard,2021,300,81000,98000,0.83
807,2024-11-17,RenewableEnergy,VERRA,2023,850,90000,89000,0.72
808,2024-11-21,Forestry,GoldStandard,2022,950,78000,100000,0.92
809,2024-11-25,RenewableEnergy,VERRA,2021,450,87000,91000,0.74
810,2024-11-29,Forestry,GoldStandard,2023,650,75000,97000,0.87
811,2024-12-03,RenewableEnergy,VERRA,2022,750,85000,92000,0.75
812,2024-12-07,Forestry,GoldStandard,2021,180,80000,95000,0.82
813,2024-12-11,RenewableEnergy,VERRA,2023,1200,92000,86000,0.69
814,2024-12-15,Forestry,GoldStandard,2022,250,77000,99000,0.90
815,2024-12-19,RenewableEnergy,VERRA,2021,500,86000,90000,0.73
816,2024-12-23,Forestry,GoldStandard,2023,450,79000,98000,0.83
817,2024-12-27,RenewableEnergy,VERRA,2022,800,83000,94000,0.81
818,2025-01-01,Forestry,GoldStandard,2021,150,75000,96000,0.89
819,2025-01-05,RenewableEnergy,VERRA,2023,1100,89000,88000,0.71
820,2025-01-09,Forestry,GoldStandard,2022,350,80000,97000,0.84
821,2025-01-13,RenewableEnergy,VERRA,2021,600,85000,92000,0.75
822,2025-01-17,Forestry,GoldStandard,2023,900,76000,95000,0.91
823,2025-01-21,RenewableEnergy,VERRA,2022,200,88000,90000,0.73
824,2025-01-25,Forestry,GoldStandard,2021,750,79000,99000,0.82
825,2025-01-29,RenewableEnergy,VERRA,2023,1050,86000,87000,0.70
826,2025-02-02,Forestry,GoldStandard,2022,400,77000,96000,0.88
827,2025-02-06,RenewableEnergy,VERRA,2021,550,84000,93000,0.78
828,2025-02-10,Forestry,GoldStandard,2023,300,81000,98000,0.83
829,2025-02-14,RenewableEnergy,VERRA,2022,850,90000,89000,0.72
830,2025-02-18,Forestry,GoldStandard,2021,950,78000,100000,0.92
831,2025-02-22,RenewableEnergy,VERRA,2023,450,87000,91000,0.74
832,2025-02-26,Forestry,GoldStandard,2022,650,75000,97000,0.87
833,2025-03-02,RenewableEnergy,VERRA,2021,750,85000,92000,0.75
834,2025-03-06,Forestry,GoldStandard,2023,180,80000,95000,0.82
835,2025-03-10,RenewableEnergy,VERRA,2022,1200,92000,86000,0.69
836,2025-03-14,Forestry,GoldStandard,2021,250,77000,99000,0.90
837,2025-03-18,RenewableEnergy,VERRA,2023,500,86000,90000,0.73
838,2025-03-22,Forestry,GoldStandard,2022,450,79000,98000,0.83
839,2025-03-26,RenewableEnergy,VERRA,2021,800,83000,94000,0.81
840,2025-03-30,Forestry,GoldStandard,2023,150,75000,96000,0.89
841,2025-04-03,RenewableEnergy,VERRA,2022,1100,89000,88000,0.71
842,2025-04-07,Forestry,GoldStandard,2021,350,80000,97000,0.84
843,2025-04-11,RenewableEnergy,VERRA,2023,600,85000,92000,0.75
844,2025-04-15,Forestry,GoldStandard,2022,900,76000,95000,0.91
845,2025-04-19,RenewableEnergy,VERRA,2021,200,88000,90000,0.73
846,2025-04-23,Forestry,GoldStandard,2023,750,79000,99000,0.82
847,2025-04-27,RenewableEnergy,VERRA,2022,1050,86000,87000,0.70
848,2025-05-01,Forestry,GoldStandard,2021,400,77000,96000,0.88
849,2025-05-05,RenewableEnergy,VERRA,2023,550,84000,93000,0.78
850,2025-05-09,Forestry,GoldStandard,2022,300,81000,98000,0.83
851,2025-05-13,RenewableEnergy,VERRA,2021,850,90000,89000,0.72
852,2025-05-17,Forestry,GoldStandard,2023,950,78000,100000,0.92
853,2025-05-21,RenewableEnergy,VERRA,2022,450,87000,91000,0.74
854,2025-05-25,Forestry,GoldStandard,2021,650,75000,97000,0.87
855,2025-05-29,RenewableEnergy,VERRA,2023,750,85000,92000,0.75
856,2025-06-02,Forestry,GoldStandard,2022,180,80000,95000,0.82
857,2025-06-06,RenewableEnergy,VERRA,2021,1200,92000,86000,0.69
858,2025-06-10,Forestry,GoldStandard,2023,250,77000,99000,0.90
859,2025-06-14,RenewableEnergy,VERRA,2022,500,86000,90000,0.73
860,2025-06-18,Forestry,GoldStandard,2021,450,79000,98000,0.83
861,2025-06-22,RenewableEnergy,VERRA,2023,800,83000,94000,0.81
862,2025-06-26,Forestry,GoldStandard,2022,150,75000,96000,0.89
863,2025-06-30,RenewableEnergy,VERRA,2021,1100,89000,88000,0.71
864,2025-07-04,Forestry,GoldStandard,2023,350,80000,97000,0.84
865,2025-07-08,RenewableEnergy,VERRA,2022,600,85000,92000,0.75
866,2025-07-12,Forestry,GoldStandard,2021,900,76000,95000,0.91
867,2025-07-16,RenewableEnergy,VERRA,2023,200,88000,90000,0.73
868,2025-07-20,Forestry,GoldStandard,2022,750,79000,99000,0.82
869,2025-07-24,RenewableEnergy,VERRA,2021,1050,86000,87000,0.70
870,2025-07-28,Forestry,GoldStandard,2023,400,77000,96000,0.88
871,2025-08-01,RenewableEnergy,VERRA,2022,550,84000,93000,0.78
872,2025-08-05,Forestry,GoldStandard,2021,300,81000,98000,0.83
873,2025-08-09,RenewableEnergy,VERRA,2023,850,90000,89000,0.72
874,2025-08-13,Forestry,GoldStandard,2022,950,78000,100000,0.92
875,2025-08-17,RenewableEnergy,VERRA,2021,450,87000,91000,0.74
876,2025-08-21,Forestry,GoldStandard,2023,650,75000,97000,0.87
877,2025-08-25,RenewableEnergy,VERRA,2022,750,85000,92000,0.75
878,2025-08-29,Forestry,GoldStandard,2021,180,80000,95000,0.82
879,2025-09-02,RenewableEnergy,VERRA,2023,1200,92000,86000,0.69
880,2025-09-06,Forestry,GoldStandard,2022,250,77000,99000,0.90
881,2025-09-10,RenewableEnergy,VERRA,2021,500,86000,90000,0.73
882,2025-09-14,Forestry,GoldStandard,2023,450,79000,98000,0.83
883,2025-09-18,RenewableEnergy,VERRA,2022,800,83000,94000,0.81
884,2025-09-22,Forestry,GoldStandard,2021,150,75000,96000,0.89
885,2025-09-26,RenewableEnergy,VERRA,2023,1100,89000,88000,0.71
886,2025-09-30,Forestry,GoldStandard,2022,350,80000,97000,0.84
887,2025-10-04,RenewableEnergy,VERRA,2021,600,85000,92000,0.75
888,2025-10-08,Forestry,GoldStandard,2023,900,76000,95000,0.91
889,2025-10-12,RenewableEnergy,VERRA,2022,200,88000,90000,0.73
890,2025-10-16,Forestry,GoldStandard,2021,750,79000,99000,0.82
891,2025-10-20,RenewableEnergy,VERRA,2023,1050,86000,87000,0.70
892,2025-10-24,Forestry,GoldStandard,2022,400,77000,96000,0.88
893,2025-10-28,RenewableEnergy,VERRA,2021,550,84000,93000,0.78
894,2025-11-01,Forestry,GoldStandard,2023,300,81000,98000,0.83
895,2025-11-05,RenewableEnergy,VERRA,2022,850,90000,89000,0.72
896,2025-11-09,Forestry,GoldStandard,2021,950,78000,100000,0.92
897,2025-11-13,RenewableEnergy,VERRA,2023,450,87000,91000,0.74
898,2025-11-17,Forestry,GoldStandard,2022,650,75000,97000,0.87
899,2025-11-21,RenewableEnergy,VERRA,2021,750,85000,92000,0.75
900,2025-11-25,Forestry,GoldStandard,2023,180,80000,95000,0.82
901,2025-11-29,RenewableEnergy,VERRA,2022,1200,92000,86000,0.69
902,2025-12-03,Forestry,GoldStandard,2021,250,77000,99000,0.90
903,2025-12-07,RenewableEnergy,VERRA,2023,500,86000,90000,0.73
904,2025-12-11,Forestry,GoldStandard,2022,450,79000,98000,0.83
905,2025-12-15,RenewableEnergy,VERRA,2021,800,83000,94000,0.81
906,2025-12-19,Forestry,GoldStandard,2023,150,75000,96000,0.89
907,2025-12-23,RenewableEnergy,VERRA,2022,1100,89000,88000,0.71
908,2025-12-27,Forestry,GoldStandard,2021,350,80000,97000,0.84
909,2024-01-01,RenewableEnergy,VERRA,2023,600,85000,92000,0.75
910,2024-01-05,Forestry,GoldStandard,2022,900,76000,95000,0.91
911,2024-01-09,RenewableEnergy,VERRA,2021,200,88000,90000,0.73
912,2024-01-13,Forestry,GoldStandard,2023,750,79000,99000,0.82
913,2024-01-17,RenewableEnergy,VERRA,2022,1050,86000,87000,0.70
914,2024-01-21,Forestry,GoldStandard,2021,400,77000,96000,0.88
915,2024-01-25,RenewableEnergy,VERRA,2023,550,84000,93000,0.78
916,2024-01-29,Forestry,GoldStandard,2022,300,81000,98000,0.83
917,2024-02-02,RenewableEnergy,VERRA,2021,850,90000,89000,0.72
918,2024-02-06,Forestry,GoldStandard,2023,950,78000,100000,0.92
919,2024-02-10,RenewableEnergy,VERRA,2022,450,87000,91000,0.74
920,2024-02-14,Forestry,GoldStandard,2021,650,75000,97000,0.87
921,2024-02-18,RenewableEnergy,VERRA,2023,750,85000,92000,0.75
922,2024-02-22,Forestry,GoldStandard,2022,180,80000,95000,0.82
923,2024-02-26,RenewableEnergy,VERRA,2021,1200,92000,86000,0.69
924,2024-03-02,Forestry,GoldStandard,2023,250,77000,99000,0.90
925,2024-03-06,RenewableEnergy,VERRA,2022,500,86000,90000,0.73
926,2024-03-10,Forestry,GoldStandard,2021,450,79000,98000,0.83
927,2024-03-14,RenewableEnergy,VERRA,2023,800,83000,94000,0.81
928,2024-03-18,Forestry,GoldStandard,2022,150,75000,96000,0.89
929,2024-03-22,RenewableEnergy,VERRA,2021,1100,89000,88000,0.71
930,2024-03-26,Forestry,GoldStandard,2023,350,80000,97000,0.84
931,2024-03-30,RenewableEnergy,VERRA,2022,600,85000,92000,0.75
932,2024-04-03,Forestry,GoldStandard,2021,900,76000,95000,0.91
933,2024-04-07,RenewableEnergy,VERRA,2023,200,88000,90000,0.73
934,2024-04-11,Forestry,GoldStandard,2022,750,79000,99000,0.82
935,2024-04-15,RenewableEnergy,VERRA,2021,1050,86000,87000,0.70
936,2024-04-19,Forestry,GoldStandard,2023,400,77000,96000,0.88
937,2024-04-23,RenewableEnergy,VERRA,2022,550,84000,93000,0.78
938,2024-04-27,Forestry,GoldStandard,2021,300,81000,98000,0.83
939,2024-05-01,RenewableEnergy,VERRA,2023,850,90000,89000,0.72
940,2024-05-05,Forestry,GoldStandard,2022,950,78000,100000,0.92
941,2024-05-09,RenewableEnergy,VERRA,2021,450,87000,91000,0.74
942,2024-05-13,Forestry,GoldStandard,2023,650,75000,97000,0.87
943,2024-05-17,RenewableEnergy,VERRA,2022,750,85000,92000,0.75
944,2024-05-21,Forestry,GoldStandard,2021,180,80000,95000,0.82
945,2024-05-25,RenewableEnergy,VERRA,2023,1200,92000,86000,0.69
946,2024-05-29,Forestry,GoldStandard,2022,250,77000,99000,0.90
947,2024-06-02,RenewableEnergy,VERRA,2021,500,86000,90000,0.73
948,2024-06-06,Forestry,GoldStandard,2023,450,79000,98000,0.83
949,2024-06-10,RenewableEnergy,VERRA,2022,800,83000,94000,0.81
950,2024-06-14,Forestry,GoldStandard,2021,150,75000,96000,0.89
951,2024-06-18,RenewableEnergy,VERRA,2023,1100,89000,88000,0.71
952,2024-06-22,Forestry,GoldStandard,2022,350,80000,97000,0.84
953,2024-06-26,RenewableEnergy,VERRA,2021,600,85000,92000,0.75
954,2024-06-30,Forestry,GoldStandard,2023,900,76000,95000,0.91
955,2024-07-04,RenewableEnergy,VERRA,2022,200,88000,90000,0.73
956,2024-07-08,Forestry,GoldStandard,2021,750,79000,99000,0.82
957,2024-07-12,RenewableEnergy,VERRA,2023,1050,86000,87000,0.70
958,2024-07-16,Forestry,GoldStandard,2022,400,77000,96000,0.88
959,2024-07-20,RenewableEnergy,VERRA,2021,550,84000,93000,0.78
960,2024-07-24,Forestry,GoldStandard,2023,300,81000,98000,0.83
961,2024-07-28,RenewableEnergy,VERRA,2022,850,90000,89000,0.72
962,2024-08-01,Forestry,GoldStandard,2021,950,78000,100000,0.92
963,2024-08-05,RenewableEnergy,VERRA,2023,450,87000,91000,0.74
964,2024-08-09,Forestry,GoldStandard,2022,650,75000,97000,0.87
965,2024-08-13,RenewableEnergy,VERRA,2021,750,85000,92000,0.75
966,2024-08-17,Forestry,GoldStandard,2023,180,80000,95000,0.82
967,2024-08-21,RenewableEnergy,VERRA,2022,1200,92000,86000,0.69
968,2024-08-25,Forestry,GoldStandard,2021,250,77000,99000,0.90
969,2024-08-29,RenewableEnergy,VERRA,2023,500,86000,90000,0.73
970,2024-09-02,Forestry,GoldStandard,2022,450,79000,98000,0.83
971,2024-09-06,RenewableEnergy,VERRA,2021,800,83000,94000,0.81
972,2024-09-10,Forestry,GoldStandard,2023,150,75000,96000,0.89
973,2024-09-14,RenewableEnergy,VERRA,2022,1100,89000,88000,0.71
974,2024-09-18,Forestry,GoldStandard,2021,350,80000,97000,0.84
975,2024-09-22,RenewableEnergy,VERRA,2023,600,85000,92000,0.75
976,2024-09-26,Forestry,GoldStandard,2022,900,76000,95000,0.91
977,2024-09-30,RenewableEnergy,VERRA,2021,200,88000,90000,0.73
978,2024-10-04,Forestry,GoldStandard,2023,750,79000,99000,0.82
979,2024-10-08,RenewableEnergy,VERRA,2022,1050,86000,87000,0.70
980,2024-10-12,Forestry,GoldStandard,2021,400,77000,96000,0.88
981,2024-10-16,RenewableEnergy,VERRA,2023,550,84000,93000,0.78
982,2024-10-20,Forestry,GoldStandard,2022,300,81000,98000,0.83
983,2024-10-24,RenewableEnergy,VERRA,2021,850,90000,89000,0.72
984,2024-10-28,Forestry,GoldStandard,2023,950,78000,100000,0.92
985,2024-11-01,RenewableEnergy,VERRA,2022,450,87000,91000,0.74
986,2024-11-05,Forestry,GoldStandard,2021,650,75000,97000,0.87
987,2024-11-09,RenewableEnergy,VERRA,2023,750,85000,92000,0.75
988,2024-11-13,Forestry,GoldStandard,2022,180,80000,95000,0.82
989,2024-11-17,RenewableEnergy,VERRA,2021,1200,92000,86000,0.69
990,2024-11-21,Forestry,GoldStandard,2023,250,77000,99000,0.90
991,2024-11-25,RenewableEnergy,VERRA,2022,500,86000,90000,0.73
992,2024-11-29,Forestry,GoldStandard,2021,450,79000,98000,0.83
993,2024-12-03,RenewableEnergy,VERRA,2023,800,83000,94000,0.81
994,2024-12-07,Forestry,GoldStandard,2022,150,75000,96000,0.89
995,2024-12-11,RenewableEnergy,VERRA,2021,1100,89000,88000,0.71
996,2024-12-15,Forestry,GoldStandard,2023,350,80000,97000,0.84
997,2024-12-19,RenewableEnergy,VERRA,2022,600,85000,92000,0.75
998,2024-12-23,Forestry,GoldStandard,2021,900,76000,95000,0.91
999,2024-12-27,RenewableEnergy,VERRA,2023,200,88000,90000,0.73
1000,2024-12-31,Forestry,GoldStandard,2022,750,79000,99000,0.82
1001,2025-01-04,RenewableEnergy,VERRA,2021,1050,86000,87000,0.70
1002,2025-01-08,Forestry,GoldStandard,2023,400,77000,96000,0.88
1003,2025-01-12,RenewableEnergy,VERRA,2022,550,84000,93000,0.78
1004,2025-01-16,Forestry,GoldStandard,2021,300,81000,98000,0.83
1005,2025-01-20,RenewableEnergy,VERRA,2023,850,90000,89000,0.72
1006,2025-01-24,Forestry,GoldStandard,2022,950,78000,100000,0.92
1007,2025-01-28,RenewableEnergy,VERRA,2021,450,87000,91000,0.74
1008,2025-02-01,Forestry,GoldStandard,2023,650,75000,97000,0.87
1009,2025-02-05,RenewableEnergy,VERRA,2022,750,85000,92000,0.75
1010,2025-02-09,Forestry,GoldStandard,2021,180,80000,95000,0.82
1011,2025-02-13,RenewableEnergy,VERRA,2023,1200,92000,86000,0.69
1012,2025-02-17,Forestry,GoldStandard,2022,250,77000,99000,0.90
1013,2025-02-21,RenewableEnergy,VERRA,2021,500,86000,90000,0.73
1014,2025-02-25,Forestry,GoldStandard,2023,450,79000,98000,0.83
1015,2025-03-01,RenewableEnergy,VERRA,2022,800,83000,94000,0.81
1016,2025-03-05,Forestry,GoldStandard,2021,150,75000,96000,0.89
1017,2025-03-09,RenewableEnergy,VERRA,2023,1100,89000,88000,0.71
1018,2025-03-13,Forestry,GoldStandard,2022,350,80000,97000,0.84
1019,2025-03-17,RenewableEnergy,VERRA,2021,600,85000,92000,0.75
1020,2025-03-21,Forestry,GoldStandard,2023,900,76000,95000,0.91
1021,2025-03-25,RenewableEnergy,VERRA,2022,200,88000,90000,0.73
1022,2025-03-29,Forestry,GoldStandard,2021,750,79000,99000,0.82
1023,2025-04-02,RenewableEnergy,VERRA,2023,1050,86000,87000,0.70
1024,2025-04-06,Forestry,GoldStandard,2022,400,77000,96000,0.88
1025,2025-04-10,RenewableEnergy,VERRA,2021,550,84000,93000,0.78
1026,2025-04-14,Forestry,GoldStandard,2023,300,81000,98000,0.83
1027,2025-04-18,RenewableEnergy,VERRA,2022,850,90000,89000,0.72
1028,2025-04-22,Forestry,GoldStandard,2021,950,78000,100000,0.92
1029,2025-04-26,RenewableEnergy,VERRA,2023,450,87000,91000,0.74
1030,2025-04-30,Forestry,GoldStandard,2022,650,75000,97000,0.87
1031,2025-05-04,RenewableEnergy,VERRA,2021,750,85000,92000,0.75
1032,2025-05-08,Forestry,GoldStandard,2023,180,80000,95000,0.82
1033,2025-05-12,RenewableEnergy,VERRA,2022,1200,92000,86000,0.69
1034,2025-05-16,Forestry,GoldStandard,2021,250,77000,99000,0.90
1035,2025-05-20,RenewableEnergy,VERRA,2023,500,86000,90000,0.73
1036,2025-05-24,Forestry,GoldStandard,2022,450,79000,98000,0.83
1037,2025-05-28,RenewableEnergy,VERRA,2021,800,83000,94000,0.81
1038,2025-06-01,Forestry,GoldStandard,2023,150,75000,96000,0.89
1039,2025-06-05,RenewableEnergy,VERRA,2022,1100,89000,88000,0.71
1040,2025-06-09,Forestry,GoldStandard,2021,350,80000,97000,0.84
1041,2025-06-13,RenewableEnergy,VERRA,2023,600,85000,92000,0.75
1042,2025-06-17,Forestry,GoldStandard,2022,900,76000,95000,0.91
1043,2025-06-21,RenewableEnergy,VERRA,2021,200,88000,90000,0.73
1044,2025-06-25,Forestry,GoldStandard,2023,750,79000,99000,0.82
1045,2025-06-29,RenewableEnergy,VERRA,2022,1050,86000,87000,0.70
1046,2025-07-03,Forestry,GoldStandard,2021,400,77000,96000,0.88
1047,2025-07-07,RenewableEnergy,VERRA,2023,550,84000,93000,0.78
1048,2025-07-11,Forestry,GoldStandard,2022,300,81000,98000,0.83
1049,2025-07-15,RenewableEnergy,VERRA,2021,850,90000,89000,0.72
1050,2025-07-19,Forestry,GoldStandard,2023,950,78000,100000,0.92
1051,2025-07-23,RenewableEnergy,VERRA,2022,450,87000,91000,0.74
1052,2025-07-27,Forestry,GoldStandard,2021,650,75000,97000,0.87
1053,2025-07-31,RenewableEnergy,VERRA,2023,750,85000,92000,0.75
1054,2025-08-04,Forestry,GoldStandard,2022,180,80000,95000,0.82
1055,2025-08-08,RenewableEnergy,VERRA,2021,1200,92000,86000,0.69
1056,2025-08-12,Forestry,GoldStandard,2023,250,77000,99000,0.90
1057,2025-08-16,RenewableEnergy,VERRA,2022,500,86000,90000,0.73
1058,2025-08-20,Forestry,GoldStandard,2021,450,79000,98000,0.83
1059,2025-08-24,RenewableEnergy,VERRA,2023,800,83000,94000,0.81
1060,2025-08-28,Forestry,GoldStandard,2022,150,75000,96000,0.89
1061,2025-09-01,RenewableEnergy,VERRA,2021,1100,89000,88000,0.71
1062,2025-09-05,Forestry,GoldStandard,2023,350,80000,97000,0.84
1063,2025-09-09,RenewableEnergy,VERRA,2022,600,85000,92000,0.75
1064,2025-09-13,Forestry,GoldStandard,2021,900,76000,95000,0.91
1065,2025-09-17,RenewableEnergy,VERRA,2023,200,88000,90000,0.73
1066,2025-09-21,Forestry,GoldStandard,2022,750,79000,99000,0.82
1067,2025-09-25,RenewableEnergy,VERRA,2021,1050,86000,87000,0.70
1068,2025-09-29,Forestry,GoldStandard,2023,400,77000,96000,0.88
1069,2025-10-03,RenewableEnergy,VERRA,2022,550,84000,93000,0.78
1070,2025-10-07,Forestry,GoldStandard,2021,300,81000,98000,0.83
1071,2025-10-11,RenewableEnergy,VERRA,2023,850,90000,89000,0.72
1072,2025-10-15,Forestry,GoldStandard,2022,950,78000,100000,0.92
1073,2025-10-19,RenewableEnergy,VERRA,2021,450,87000,91000,0.74
1074,2025-10-23,Forestry,GoldStandard,2023,650,75000,97000,0.87
1075,2025-10-27,RenewableEnergy,VERRA,2022,750,85000,92000,0.75
1076,2025-10-31,Forestry,GoldStandard,2021,180,80000,95000,0.82
1077,2025-11-04,RenewableEnergy,VERRA,2023,1200,92000,86000,0.69
1078,2025-11-08,Forestry,GoldStandard,2022,250,77000,99000,0.90
1079,2025-11-12,RenewableEnergy,VERRA,2021,500,86000,90000,0.73
1080,2025-11-16,Forestry,GoldStandard,2023,450,79000,98000,0.83
1081,2025-11-20,RenewableEnergy,VERRA,2022,800,83000,94000,0.81
1082,2025-11-24,Forestry,GoldStandard,2021,150,75000,96000,0.89
1083,2025-11-28,RenewableEnergy,VERRA,2023,1100,89000,88000,0.71
1084,2025-12-02,Forestry,GoldStandard,2022,350,80000,97000,0.84
1085,2025-12-06,RenewableEnergy,VERRA,2021,600,85000,92000,0.75
1086,2025-12-10,Forestry,GoldStandard,2023,900,76000,95000,0.91
1087,2025-12-14,RenewableEnergy,VERRA,2022,200,88000,90000,0.73
1088,2025-12-18,Forestry,GoldStandard,2021,750,79000,99000,0.82
1089,2025-12-22,RenewableEnergy,VERRA,2023,1050,86000,87000,0.70
1090,2025-12-26,Forestry,GoldStandard,2022,400,77000,96000,0.88
1091,2025-12-30,RenewableEnergy,VERRA,2021,550,84000,93000,0.78
1092,2024-01-03,Forestry,GoldStandard,2023,300,81000,98000,0.83
1093,2024-01-07,RenewableEnergy,VERRA,2022,850,90000,89000,0.72
1094,2024-01-11,Forestry,GoldStandard,2021,950,78000,100000,0.92
1095,2024-01-15,RenewableEnergy,VERRA,2023,450,87000,91000,0.74
1096,2024-01-19,Forestry,GoldStandard,2022,650,75000,97000,0.87
1097,2024-01-23,RenewableEnergy,VERRA,2021,750,85000,92000,0.75
1098,2024-01-27,Forestry,GoldStandard,2023,180,80000,95000,0.82
1099,2024-01-31,RenewableEnergy,VERRA,2022,1200,92000,86000,0.69
1100,2024-02-04,Forestry,GoldStandard,2021,250,77000,99000,0.90
1101,2024-02-08,RenewableEnergy,VERRA,2023,500,86000,90000,0.73
1102,2024-02-12,Forestry,GoldStandard,2022,450,79000,98000,0.83
1103,2024-02-16,RenewableEnergy,VERRA,2021,800,83000,94000,0.81
1104,2024-02-20,Forestry,GoldStandard,2023,150,75000,96000,0.89
1105,2024-02-24,RenewableEnergy,VERRA,2022,1100,89000,88000,0.71
1106,2024-02-28,Forestry,GoldStandard,2021,350,80000,97000,0.84
1107,2024-03-03,RenewableEnergy,VERRA,2023,600,85000,92000,0.75
1108,2024-03-07,Forestry,GoldStandard,2022,900,76000,95000,0.91
1109,2024-03-11,RenewableEnergy,VERRA,2021,200,88000,90000,0.73
1110,2024-03-15,Forestry,GoldStandard,2023,750,79000,99000,0.82
1111,2024-03-19,RenewableEnergy,VERRA,2022,1050,86000,87000,0.70
1112,2024-03-23,Forestry,GoldStandard,2021,400,77000,96000,0.88
1113,2024-03-27,RenewableEnergy,VERRA,2023,550,84000,93000,0.78
1114,2024-03-31,Forestry,GoldStandard,2022,300,81000,98000,0.83
1115,2024-04-04,RenewableEnergy,VERRA,2021,850,90000,89000,0.72
1116,2024-04-08,Forestry,GoldStandard,2023,950,78000,100000,0.92
1117,2024-04-12,RenewableEnergy,VERRA,2022,450,87000,91000,0.74
1118,2024-04-16,Forestry,GoldStandard,2021,650,75000,97000,0.87
1119,2024-04-20,RenewableEnergy,VERRA,2023,750,85000,92000,0.75
